,REF_DATE,GEO,DGUID,Month of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
10590,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, April",Number of deaths,Number,223,units,0,v21216598,11.5.1,3113.0,,,,0
10591,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216599,11.5.2,8.1,,,,1
10592,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, May",Number of deaths,Number,223,units,0,v21216600,11.6.1,3028.0,,,,0
10593,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216601,11.6.2,7.9,,,,1
10594,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, June",Number of deaths,Number,223,units,0,v21216602,11.7.1,3024.0,,,,0
10595,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216603,11.7.2,7.9,,,,1
10596,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, July",Number of deaths,Number,223,units,0,v21216604,11.8.1,3174.0,,,,0
10597,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216605,11.8.2,8.2,,,,1
10598,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, August",Number of deaths,Number,223,units,0,v21216606,11.9.1,2925.0,,,,0
10599,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216607,11.9.2,7.6,,,,1
10600,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, September",Number of deaths,Number,223,units,0,v21216608,11.10.1,3013.0,,,,0
10601,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216609,11.10.2,7.8,,,,1
10602,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, October",Number of deaths,Number,223,units,0,v21216610,11.11.1,3293.0,,,,0
10603,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216611,11.11.2,8.6,,,,1
10604,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, November",Number of deaths,Number,223,units,0,v21216612,11.12.1,3147.0,,,,0
10605,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216613,11.12.2,8.2,,,,1
10606,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, December",Number of deaths,Number,223,units,0,v21216614,11.13.1,3419.0,,,,0
10607,2018-01-01,"British Columbia, place of residence",2016A000259,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216615,11.13.2,8.9,,,,1
10608,2018-01-01,"Yukon, place of residence",2016A000260,"Total, month of death",Number of deaths,Number,223,units,0,v21216616,12.1.1,,..,,,0
10609,2018-01-01,"Yukon, place of residence",2016A000260,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216617,12.1.2,,..,,,1
10610,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, January",Number of deaths,Number,223,units,0,v21216618,12.2.1,,..,,,0
10611,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216619,12.2.2,,..,,,1
10612,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, February",Number of deaths,Number,223,units,0,v21216620,12.3.1,,..,,,0
10613,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216621,12.3.2,,..,,,1
10614,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, March",Number of deaths,Number,223,units,0,v21216622,12.4.1,,..,,,0
10615,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216623,12.4.2,,..,,,1
10616,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, April",Number of deaths,Number,223,units,0,v21216624,12.5.1,,..,,,0
10617,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216625,12.5.2,,..,,,1
10618,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, May",Number of deaths,Number,223,units,0,v21216626,12.6.1,,..,,,0
10619,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216627,12.6.2,,..,,,1
10620,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, June",Number of deaths,Number,223,units,0,v21216628,12.7.1,,..,,,0
10621,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216629,12.7.2,,..,,,1
10622,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, July",Number of deaths,Number,223,units,0,v21216630,12.8.1,,..,,,0
10623,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216631,12.8.2,,..,,,1
10624,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, August",Number of deaths,Number,223,units,0,v21216632,12.9.1,,..,,,0
10625,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216633,12.9.2,,..,,,1
10626,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, September",Number of deaths,Number,223,units,0,v21216634,12.10.1,,..,,,0
10627,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216635,12.10.2,,..,,,1
10628,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, October",Number of deaths,Number,223,units,0,v21216636,12.11.1,,..,,,0
10629,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216637,12.11.2,,..,,,1
10630,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, November",Number of deaths,Number,223,units,0,v21216638,12.12.1,,..,,,0
10631,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216639,12.12.2,,..,,,1
10632,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, December",Number of deaths,Number,223,units,0,v21216640,12.13.1,,..,,,0
10633,2018-01-01,"Yukon, place of residence",2016A000260,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216641,12.13.2,,..,,,1
10634,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Total, month of death",Number of deaths,Number,223,units,0,v21216642,13.1.1,,..,,t,0
10635,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216643,13.1.2,,..,,t,1
10636,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, January",Number of deaths,Number,223,units,0,v21216644,13.2.1,,..,,t,0
10637,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216645,13.2.2,,..,,t,1
10638,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, February",Number of deaths,Number,223,units,0,v21216646,13.3.1,,..,,t,0
10639,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216647,13.3.2,,..,,t,1
10640,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, March",Number of deaths,Number,223,units,0,v21216648,13.4.1,,..,,t,0
10641,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216649,13.4.2,,..,,t,1
10642,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, April",Number of deaths,Number,223,units,0,v21216650,13.5.1,,..,,t,0
10643,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216651,13.5.2,,..,,t,1
10644,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, May",Number of deaths,Number,223,units,0,v21216652,13.6.1,,..,,t,0
10645,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216653,13.6.2,,..,,t,1
10646,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, June",Number of deaths,Number,223,units,0,v21216654,13.7.1,,..,,t,0
10647,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216655,13.7.2,,..,,t,1
10648,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, July",Number of deaths,Number,223,units,0,v21216656,13.8.1,,..,,t,0
10649,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216657,13.8.2,,..,,t,1
10650,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, August",Number of deaths,Number,223,units,0,v21216658,13.9.1,,..,,t,0
10651,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216659,13.9.2,,..,,t,1
10652,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, September",Number of deaths,Number,223,units,0,v21216660,13.10.1,,..,,t,0
10653,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216661,13.10.2,,..,,t,1
10654,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, October",Number of deaths,Number,223,units,0,v21216662,13.11.1,,..,,t,0
10655,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216663,13.11.2,,..,,t,1
10656,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, November",Number of deaths,Number,223,units,0,v21216664,13.12.1,,..,,t,0
10657,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216665,13.12.2,,..,,t,1
10658,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, December",Number of deaths,Number,223,units,0,v21216666,13.13.1,,..,,t,0
10659,2018-01-01,"Northwest Territories including Nunavut, place of residence",,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216667,13.13.2,,..,,t,1
10660,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Total, month of death",Number of deaths,Number,223,units,0,v21216668,14.1.1,239.0,,,,0
10661,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216669,14.1.2,100.0,,,,1
10662,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, January",Number of deaths,Number,223,units,0,v21216670,14.2.1,19.0,,,,0
10663,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216671,14.2.2,7.9,,,,1
10664,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, February",Number of deaths,Number,223,units,0,v21216672,14.3.1,12.0,,,,0
10665,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216673,14.3.2,5.0,,,,1
10666,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, March",Number of deaths,Number,223,units,0,v21216674,14.4.1,23.0,,,,0
10667,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216675,14.4.2,9.6,,,,1
10668,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, April",Number of deaths,Number,223,units,0,v21216676,14.5.1,22.0,,,,0
10669,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216677,14.5.2,9.2,,,,1
10670,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, May",Number of deaths,Number,223,units,0,v21216678,14.6.1,27.0,,,,0
10671,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216679,14.6.2,11.3,,,,1
10672,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, June",Number of deaths,Number,223,units,0,v21216680,14.7.1,19.0,,,,0
10673,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216681,14.7.2,7.9,,,,1
10674,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, July",Number of deaths,Number,223,units,0,v21216682,14.8.1,19.0,,,,0
10675,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216683,14.8.2,7.9,,,,1
10676,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, August",Number of deaths,Number,223,units,0,v21216684,14.9.1,23.0,,,,0
10677,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216685,14.9.2,9.6,,,,1
10678,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, September",Number of deaths,Number,223,units,0,v21216686,14.10.1,17.0,,,,0
10679,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216687,14.10.2,7.1,,,,1
10680,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, October",Number of deaths,Number,223,units,0,v21216688,14.11.1,15.0,,,,0
10681,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216689,14.11.2,6.3,,,,1
10682,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, November",Number of deaths,Number,223,units,0,v21216690,14.12.1,28.0,,,,0
10683,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216691,14.12.2,11.7,,,,1
10684,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, December",Number of deaths,Number,223,units,0,v21216692,14.13.1,15.0,,,,0
10685,2018-01-01,"Northwest Territories, place of residence",2016A000261,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216693,14.13.2,6.3,,,,1
10686,2018-01-01,"Nunavut, place of residence",2016A000262,"Total, month of death",Number of deaths,Number,223,units,0,v21216694,15.1.1,207.0,,,,0
10687,2018-01-01,"Nunavut, place of residence",2016A000262,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216695,15.1.2,100.0,,,,1
10688,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, January",Number of deaths,Number,223,units,0,v21216696,15.2.1,17.0,,,,0
10689,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216697,15.2.2,8.2,,,,1
10690,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, February",Number of deaths,Number,223,units,0,v21216698,15.3.1,12.0,,,,0
10691,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216699,15.3.2,5.8,,,,1
10692,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, March",Number of deaths,Number,223,units,0,v21216700,15.4.1,17.0,,,,0
10693,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216701,15.4.2,8.2,,,,1
10694,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, April",Number of deaths,Number,223,units,0,v21216702,15.5.1,13.0,,,,0
10695,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216703,15.5.2,6.3,,,,1
10696,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, May",Number of deaths,Number,223,units,0,v21216704,15.6.1,20.0,,,,0
10697,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216705,15.6.2,9.7,,,,1
10698,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, June",Number of deaths,Number,223,units,0,v21216706,15.7.1,15.0,,,,0
10699,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216707,15.7.2,7.2,,,,1
10700,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, July",Number of deaths,Number,223,units,0,v21216708,15.8.1,21.0,,,,0
10701,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216709,15.8.2,10.1,,,,1
10702,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, August",Number of deaths,Number,223,units,0,v21216710,15.9.1,25.0,,,,0
10703,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216711,15.9.2,12.1,,,,1
10704,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, September",Number of deaths,Number,223,units,0,v21216712,15.10.1,12.0,,,,0
10705,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216713,15.10.2,5.8,,,,1
10706,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, October",Number of deaths,Number,223,units,0,v21216714,15.11.1,17.0,,,,0
10707,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216715,15.11.2,8.2,,,,1
10708,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, November",Number of deaths,Number,223,units,0,v21216716,15.12.1,20.0,,,,0
10709,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216717,15.12.2,9.7,,,,1
10710,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, December",Number of deaths,Number,223,units,0,v21216718,15.13.1,18.0,,,,0
10711,2018-01-01,"Nunavut, place of residence",2016A000262,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216719,15.13.2,8.7,,,,1
10712,2018-01-01,Unknown province or territory of residence,,"Total, month of death",Number of deaths,Number,223,units,0,v21216720,16.1.1,0.0,,,,0
10713,2018-01-01,Unknown province or territory of residence,,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216721,16.1.2,0.0,,,,1
10714,2018-01-01,Unknown province or territory of residence,,"Month of death, January",Number of deaths,Number,223,units,0,v21216722,16.2.1,0.0,,,,0
10715,2018-01-01,Unknown province or territory of residence,,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216723,16.2.2,0.0,,,,1
10716,2018-01-01,Unknown province or territory of residence,,"Month of death, February",Number of deaths,Number,223,units,0,v21216724,16.3.1,0.0,,,,0
10717,2018-01-01,Unknown province or territory of residence,,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216725,16.3.2,0.0,,,,1
10718,2018-01-01,Unknown province or territory of residence,,"Month of death, March",Number of deaths,Number,223,units,0,v21216726,16.4.1,0.0,,,,0
10719,2018-01-01,Unknown province or territory of residence,,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216727,16.4.2,0.0,,,,1
10720,2018-01-01,Unknown province or territory of residence,,"Month of death, April",Number of deaths,Number,223,units,0,v21216728,16.5.1,0.0,,,,0
10721,2018-01-01,Unknown province or territory of residence,,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216729,16.5.2,0.0,,,,1
10722,2018-01-01,Unknown province or territory of residence,,"Month of death, May",Number of deaths,Number,223,units,0,v21216730,16.6.1,0.0,,,,0
10723,2018-01-01,Unknown province or territory of residence,,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216731,16.6.2,0.0,,,,1
10724,2018-01-01,Unknown province or territory of residence,,"Month of death, June",Number of deaths,Number,223,units,0,v21216732,16.7.1,0.0,,,,0
10725,2018-01-01,Unknown province or territory of residence,,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216733,16.7.2,0.0,,,,1
10726,2018-01-01,Unknown province or territory of residence,,"Month of death, July",Number of deaths,Number,223,units,0,v21216734,16.8.1,0.0,,,,0
10727,2018-01-01,Unknown province or territory of residence,,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216735,16.8.2,0.0,,,,1
10728,2018-01-01,Unknown province or territory of residence,,"Month of death, August",Number of deaths,Number,223,units,0,v21216736,16.9.1,0.0,,,,0
10729,2018-01-01,Unknown province or territory of residence,,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216737,16.9.2,0.0,,,,1
10730,2018-01-01,Unknown province or territory of residence,,"Month of death, September",Number of deaths,Number,223,units,0,v21216738,16.10.1,0.0,,,,0
10731,2018-01-01,Unknown province or territory of residence,,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216739,16.10.2,0.0,,,,1
10732,2018-01-01,Unknown province or territory of residence,,"Month of death, October",Number of deaths,Number,223,units,0,v21216740,16.11.1,0.0,,,,0
10733,2018-01-01,Unknown province or territory of residence,,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216741,16.11.2,0.0,,,,1
10734,2018-01-01,Unknown province or territory of residence,,"Month of death, November",Number of deaths,Number,223,units,0,v21216742,16.12.1,0.0,,,,0
10735,2018-01-01,Unknown province or territory of residence,,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216743,16.12.2,0.0,,,,1
10736,2018-01-01,Unknown province or territory of residence,,"Month of death, December",Number of deaths,Number,223,units,0,v21216744,16.13.1,0.0,,,,0
10737,2018-01-01,Unknown province or territory of residence,,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216745,16.13.2,0.0,,,,1
10738,2019-01-01,"Canada, place of residence",2016A000011124,"Total, month of death",Number of deaths,Number,223,units,0,v21216330,1.1.1,285301.0,,,,0
10739,2019-01-01,"Canada, place of residence",2016A000011124,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216331,1.1.2,100.0,,,,1
10740,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, January",Number of deaths,Number,223,units,0,v21216332,1.2.1,26385.0,,,,0
10741,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216333,1.2.2,9.2,,,,1
10742,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, February",Number of deaths,Number,223,units,0,v21216334,1.3.1,23203.0,,,,0
10743,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216335,1.3.2,8.1,,,,1
10744,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, March",Number of deaths,Number,223,units,0,v21216336,1.4.1,25077.0,,,,0
10745,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216337,1.4.2,8.8,,,,1
10746,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, April",Number of deaths,Number,223,units,0,v21216338,1.5.1,23708.0,,,,0
10747,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216339,1.5.2,8.3,,,,1
10748,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, May",Number of deaths,Number,223,units,0,v21216340,1.6.1,23786.0,,,,0
10749,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216341,1.6.2,8.3,,,,1
10750,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, June",Number of deaths,Number,223,units,0,v21216342,1.7.1,21958.0,,,,0
10751,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216343,1.7.2,7.7,,,,1
10752,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, July",Number of deaths,Number,223,units,0,v21216344,1.8.1,22588.0,,,,0
10753,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216345,1.8.2,7.9,,,,1
10754,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, August",Number of deaths,Number,223,units,0,v21216346,1.9.1,22350.0,,,,0
10755,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216347,1.9.2,7.8,,,,1
10756,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, September",Number of deaths,Number,223,units,0,v21216348,1.10.1,22040.0,,,,0
10757,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216349,1.10.2,7.7,,,,1
10758,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, October",Number of deaths,Number,223,units,0,v21216350,1.11.1,24343.0,,,,0
10759,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216351,1.11.2,8.5,,,,1
10760,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, November",Number of deaths,Number,223,units,0,v21216352,1.12.1,24166.0,,,,0
10761,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216353,1.12.2,8.5,,,,1
10762,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, December",Number of deaths,Number,223,units,0,v21216354,1.13.1,25697.0,,,,0
10763,2019-01-01,"Canada, place of residence",2016A000011124,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216355,1.13.2,9.0,,,,1
10764,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Total, month of death",Number of deaths,Number,223,units,0,v21216356,2.1.1,5267.0,,,,0
10765,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216357,2.1.2,100.0,,,,1
10766,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, January",Number of deaths,Number,223,units,0,v21216358,2.2.1,490.0,,,,0
10767,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216359,2.2.2,9.3,,,,1
10768,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, February",Number of deaths,Number,223,units,0,v21216360,2.3.1,400.0,,,,0
10769,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216361,2.3.2,7.6,,,,1
10770,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, March",Number of deaths,Number,223,units,0,v21216362,2.4.1,448.0,,,,0
10771,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216363,2.4.2,8.5,,,,1
10772,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, April",Number of deaths,Number,223,units,0,v21216364,2.5.1,476.0,,,,0
10773,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216365,2.5.2,9.0,,,,1
10774,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, May",Number of deaths,Number,223,units,0,v21216366,2.6.1,423.0,,,,0
10775,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216367,2.6.2,8.0,,,,1
10776,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, June",Number of deaths,Number,223,units,0,v21216368,2.7.1,430.0,,,,0
10777,2019-01-01,"Newfoundland and Labrador, place of residence",2016A000210,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216369,2.7.2,8.2,,,,1
